,id,product_name,product_type,price,datetime,style_id,color_id,color,Fit,Composition,More sustainable materials,cotton,polyester,spandex,model_size,jeans_size
145,1013317008,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,8,dark_gray,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
146,1013317008,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,8,dark_blue,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
147,1013317008,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,8,black,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
148,993887004,hybrid_regular_denim_joggers,men_jeans_regular,44.99,2022-01-27 19:43:16,993887,4,denim_blue,regular_fit,"Cotton 77%, Polyester 21%, Spandex 2%",Recycled cotton 20%,0.77,0.21,0.02,189cm,32/32
149,993887004,hybrid_regular_denim_joggers,men_jeans_regular,44.99,2022-01-27 19:43:16,993887,4,black,regular_fit,"Cotton 77%, Polyester 21%, Spandex 2%",Recycled cotton 20%,0.77,0.21,0.02,189cm,32/32
150,1013317005,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,5,light_denim_blue,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
151,1013317005,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,5,denim_blue,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
152,1013317005,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,5,dark_gray,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
153,1013317005,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,5,dark_blue,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
154,1013317005,hybrid_regular_tapered_joggers,men_jeans_regular,39.99,2022-01-27 19:43:16,1013317,5,black,regular_fit,"Cotton 79%, Polyester 19%, Spandex 2%",Recycled polyester 19%,0.79,0.19,0.02,188cm,
155,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,black_denim,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
156,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,blue_washed_out,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
157,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,dark_denim_blue,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
158,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,black_washed_out,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
159,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,denim_blue,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
160,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,white_denim,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
161,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,light_blue_washed_out,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
162,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,super_light_denim_blue,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
163,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,black_trashed,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
164,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,light_denim_blue,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
165,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,denim_blue_bleached,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
166,427159006,trashed_skinny_jeans,men_jeans_ripped,39.99,2022-01-27 19:43:16,427159,6,black_bleached,skinny_fit,"Cotton 93%, Polyester 6%, Spandex 1%",,0.93,0.06,0.01,184cm,31/32
167,974202003,regular_denim_joggers,men_jeans_loose,29.99,2022-01-27 19:43:16,974202,3,light_denim_blue,regular_fit,Cotton 100%,Recycled cotton 20%,1.0,0.0,0.0,,
168,974202003,regular_denim_joggers,men_jeans_loose,29.99,2022-01-27 19:43:16,974202,3,denim_blue,regular_fit,Cotton 100%,Recycled cotton 20%,1.0,0.0,0.0,,
169,974202003,regular_denim_joggers,men_jeans_loose,29.99,2022-01-27 19:43:16,974202,3,black,regular_fit,Cotton 100%,Recycled cotton 20%,1.0,0.0,0.0,,
170,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,light_denim_blue,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
171,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,black_washed_out,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
172,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,dark_blue_denim,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
173,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,dark_gray,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
174,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,light_gray,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
175,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,dark_denim_blue,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
176,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,denim_blue,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
177,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,black_denim,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
178,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,light_blue,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
179,751994024,slim_jeans,men_jeans_slim,29.99,2022-01-27 19:43:16,751994,24,dark_blue,slim_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,187cm,31/32
180,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,denim_blue_washed_out,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
181,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,dark_denim_blue,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
182,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,light_gray,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
183,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,dark_blue,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
184,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,white,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
185,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,gray_denim,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
186,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,light_denim_blue,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
187,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,black_washed_out,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
188,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,black_no_fade_black,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
189,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,blue,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
190,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,denim_blue,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
191,730863033,skinny_jeans,men_jeans_skinny,29.99,2022-01-27 19:43:16,730863,33,graphite_gray,skinny_fit,"Cotton 98%, Spandex 2%",Recycled cotton 21%,0.98,0.0,0.02,,
192,993887001,hybrid_regular_denim_joggers,men_jeans_regular,44.99,2022-01-27 19:43:16,993887,1,denim_blue,regular_fit,"Cotton 77%, Polyester 21%, Spandex 2%",Recycled cotton 20%,0.77,0.21,0.02,189cm,32/32
193,993887001,hybrid_regular_denim_joggers,men_jeans_regular,44.99,2022-01-27 19:43:16,993887,1,black,regular_fit,"Cotton 77%, Polyester 21%, Spandex 2%",Recycled cotton 20%,0.77,0.21,0.02,189cm,32/32
194,974202002,regular_denim_joggers,men_jeans_loose,29.99,2022-01-27 19:43:16,974202,2,light_denim_blue,regular_fit,Cotton 100%,Recycled cotton 20%,1.0,0.0,0.0,,
195,974202002,regular_denim_joggers,men_jeans_loose,29.99,2022-01-27 19:43:16,974202,2,denim_blue,regular_fit,Cotton 100%,Recycled cotton 20%,1.0,0.0,0.0,,
196,974202002,regular_denim_joggers,men_jeans_loose,29.99,2022-01-27 19:43:16,974202,2,black,regular_fit,Cotton 100%,Recycled cotton 20%,1.0,0.0,0.0,,
197,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,black_washed_out,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
198,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,graphite_gray,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
199,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,light_denim_blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
200,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,black,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
201,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,cream,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
202,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,light_blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
203,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,denim_blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
204,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,pale_denim_blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
205,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
206,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,dark_blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
207,811993039,regular_jeans,men_jeans_regular,29.99,2022-01-27 19:43:16,811993,39,dark_denim_blue,regular_fit,"Cotton 98%, Spandex 2%",,0.98,0.0,0.02,185cm,31/32
208,993887002,hybrid_regular_denim_joggers,men_jeans_regular,44.99,2022-01-27 19:43:16,993887,2,denim_blue,regular_fit,"Cotton 77%, Polyester 21%, Spandex 2%",Recycled cotton 20%,0.77,0.21,0.02,189cm,32/32
209,993887002,hybrid_regular_denim_joggers,men_jeans_regular,44.99,2022-01-27 19:43:16,993887,2,black,regular_fit,"Cotton 77%, Polyester 21%, Spandex 2%",Recycled cotton 20%,0.77,0.21,0.02,189cm,32/32
210,865734001,relaxed_tapered_pull-on_jeans,men_jeans_relaxed,29.99,2022-01-27 19:43:16,865734,1,denim_blue,relaxed_fit,Cotton 100%,,1.0,0.0,0.0,,
211,865734001,relaxed_tapered_pull-on_jeans,men_jeans_relaxed,29.99,2022-01-27 19:43:16,865734,1,light_denim_blue,relaxed_fit,Cotton 100%,,1.0,0.0,0.0,,
212,865734001,relaxed_tapered_pull-on_jeans,men_jeans_relaxed,29.99,2022-01-27 19:43:16,865734,1,gray,relaxed_fit,Cotton 100%,,1.0,0.0,0.0,,
213,865734001,relaxed_tapered_pull-on_jeans,men_jeans_relaxed,29.99,2022-01-27 19:43:16,865734,1,pale_denim_blue,relaxed_fit,Cotton 100%,,1.0,0.0,0.0,,
